OC.A	I/aa	Marque of the complément (devant the pronoms et noms propres)	Marque du complément (devant les pronoms et noms propres)
NP.FIFI.2A	A/fifi	Bundle of breadfruits or coconuts tied together. Lier (Jsn).Problematic	(Dvs)
FJ.FII-FII	Vihi	A wrapper. Enveloppe; envelopper (Lmt).Problematic	(Dvs)
NP.FIFI.3	Hihi	Cils, antennes	(Lmt)
PN.FIFI-MATA	Hihi mata	Cils (des yeux)	(Lmt)
AN.FIHA.A	Hia	Mot interrogatif of dénombrement: combien?	Mot interrogatif de dénombrement: combien?
MP.FIRI.1	Firi	Tresser en longueur	(Lmt)
CE.FIRINAKI	Hirinai	To lean upon another as a sick child on the bosom of its parent; to sympathize	To lean upon another as a sick child on the bosom of its parent; to sympathize
EP.FIRO.2	Hiro/hiti	Second night after first appearance of the moon	(Hry)
EP.FINA.2	Hina	Arrière-petit-enfant	Arrière-petit-enfant
PN.FINA-GALO	Hinaʔaro	Désir; désirer, vouloir, convoiter	Désir; désirer, vouloir, convoiter
PN.FIINAKI	Hiinaʔi	Shrimp trap (a bottle-necked basket with two openings)	(Hdy)
EP.FINA-RERE	Hinarere	Arrière-arrière-petit-enfant	Arrière-arrière-petit-enfant
EP.FINA-RERE	Hinerere	Progeny, offspring, descendants; beginning with great or great great grand children	(Dvs)
NP.FIO	Hio	A whistle, or the native flute; to whistle; to blow, as a person out of breath	A whistle, or the native flute; to whistle; to blow, as a person out of breath
OC.FITA.1	Vita	Tied, well-tied, fast boundPhonologically Irregular	(Dvs)
FJ.FITA.2	Hita/hita	Eager, impetuous	(Dvs)
MP.FITI.1A	Hiti/mahuta	Sursauter, tressaillir	(Lmt)
NP.FITI.1B	Hiti	Se lever (moon, sun, étoioes)	Se lever (lune, soleil, étoioes)
PN.FITI.2	Ta/hiti/	Place name	(Lmt)
PN.FII-TIKI	Fitii	A family, relations of a personUncertain Semantic Connection	A family, relations of a personUncertain Semantic Connection
CE.FITI-RERE	Hitirere	To start, move suddenly, as by surprise	(Dvs)
TA.FII-TOI	Hitoi	To remove midrib from underside of a Pandanus leaf	(Hdy)
AN.FITU	Hitu	Sept	(Lmt)
PN.FIU	Fiu	Fastidieux; en avoir assez, be dégouté	Fastidieux; en avoir assez, être dégouté
OC.FOA.A	Hoa	To flash, as lightningUncertain Semantic Connection	(Dvs)
TA.FOA.C	Hoa	Maux of tête persistants like ceux qu’occasionne the sinusite	Maux de tête persistants comme ceux qu’occasionne la sinusite
TA.FOA.C	Uru/hoa	A violent head ache	A violent head ache
NP.FOQAGA.*	Hoaa	A fine polish on wood, pearl-shell, &c.	A fine polish on wood, pearl-shell, &c.
PN.FOFOGA	Hohoʔa	Image, photographie, film of cinéma, portrait, apparence, aspect, traits of the visage	Image, photographie, film de cinéma, portrait, apparence, aspect, traits du visage
EP.FOFONU.*	Hohonu	Profond	(Lmt)
MP.FOHE	Hoe	Rame, aviron, pagaie; ramer	(Lmt)
PN.FOHU	Hou	Tarière, perceuse, marteau-piqueur; percer, forer	Tarière, perceuse, marteau-piqueur; percer, forer
NP.FOKA	Hoa	To grasp an antagonist, as a wrestler	(Dvs)
EO.FOKI.1	Hoʔi	Revenir, s’en retourner	Revenir, s’en retourner
AN.FOLA	Ho/hora	To open what was shut or closed, to spread or lay out; to open the hand with the palm upwards as a sign of agreement	(Dvs)
AN.FOLA	Ho(ra)/hora	Déployer	Déployer
FJ.FOLI.1	Hori	To riot, dance, wander about; riot, wild or loose mirth; a rioter, player	(Dvs)
PN.FOLO	Horo/miʔi	Avaler	(Lmt)
OC.FONO.1A	Hono	To splice a rope, to join pieces of wood	(Dvs)
FJ.FONO.2A	Hono/a	An agreement, a plotUncertain Semantic Connection	(Dvs)
PN.FONO.3	Hono	Food taken by the ava drinkers after their drink	(Dvs)
AN.FONU.2	Honu	Tortue of mer (Chelonia mydas)	Tortue de mer (Chelonia mydas)
CC.FOTA.1B	Hota	Toux, tousser	(Lmt)
MP.FOTO	Hoto	A sort of spear	A sort of spear
CE.HOTO	Hoto/hoto	Passionate, raging	(Dvs)
MP.FOTU.1	Hotu	Fructifier	(Lmt)
CE.FOTU.4	Hotu	Etre plein (lune). 15th night of lunar cycle (Aud).	(Aca)
EC.FUA.3B	Hua	The testicles of animals	(Dvs)
PN.FUA.5A	Hua	Very, very much, completely, fully	(Dvs)
CE.HOU	Hou	Sueur; suer	(Lmt)
AN.FOQOU	Hou	New, late; lately, recently	(Dvs)
EC.FUA.3B	Hua	Vulve, testicules	(Lmt)
PN.FUA.5A	Hua	Franchement, carrément	Franchement, carrément
PN.FUAFUA.2A	Huahua	Pimples on the skin	Pimples on the skin
NP.FUAAGA	Huaa	Family, lineage, ancestry	(Dvs)
NP.FUAAGA	Huaaʔa/i	Descendant, progéniture	Descendant, progéniture
FJ.FUATA.2	Huata	Second small crop of breadfruit	(Dvs)
NP.FUE.1B	Hue	Calebasse; coloquinte qui produit ces calebasses (Lagenaria vulgaris, L. ciceraria)	Calebasse; coloquinte qui produit ces calebasses (Lagenaria vulgaris, L. ciceraria)
CE.HUERO	Huero	Graine, oeuf, comprimé, pastille, cachet, noyau, pépin	Graine, oeuf, comprimé, pastille, cachet, noyau, pépin
NP.FUUFAA	Huuhaa	Cuisse	(Lmt)
NP.FUUFAA	Hufaa	The thigh of any creature	(Dvs)
AN.FUFU.1	Huhu	Xylocope or abeille charpentière, gros hyménoptère of couleur noire qui attaque the wood	Xylocope ou abeille charpentière, gros hyménoptère de couleur noire qui attaque le bois
AN.FUFU.2	Huhu/para	Shorn of its leaves, as a deciduous tree...; to cleanse a new born infant	Shorn of its leaves, as a deciduous tree...; to cleanse a new born infant
EC.FUGA.2	Huʔa	Particule, miette, grain, etre en poudre	(Lmt)
PN.FUGAO-AI.*	Metua hoʔovai	Beaux-parents	(Lmt)
PN.FUHI.B	Hui	A plural or collective particle prefixed to various nouns, as hui arii, the royal party or family; hui raatira, the inferior chiefs collectively; hui tupuna, ancestors; hui metua, parents; hui hoa, friends, &c	(Dvs)
PN.FUHI.B	Hui/hui	Se cotiser, faire une collecte	Se cotiser, faire une collecte
OC.FUIA	Huioa	The name of a bird; also a company prettily attiredPhonologically Irregular	The name of a bird; also a company prettily attiredPhonologically Irregular
NP.FUKA.2	Huʔa	Mousse, écume	Mousse, écume
MP.FUKE.A	Huʔe	Uncover an earth oven (Xxx)	(???)
NP.FULA.2	Hura	A native dance or play; to exult with joy	(Dvs)
FJ.FULE.C	Hure/paapaa	Utter extinction or extirpationUncertain Semantic Connection	(Dvs)
MP.FULI.1	Huri	Renverser sens dessus dessous, be retourné sens dessus dessous; tourner (the pages); changer of direction (vent)	Renverser sens dessus dessous, être retourné sens dessus dessous; tourner (les pages); changer de direction (vent)
NP.FULU.3	Huru	État, condition, caractère, personnalité; species, sorte	État, condition, caractère, personnalité; espèce, sorte
MP.FULU-FULU	Huruhuru	Poils, plume	(Lmt)
AN.FUNA.1A	Huna	Secret (adj.), en secret; cacher, dissimuler (une chose, sa pensée)	Secret (adj.), en secret; cacher, dissimuler (une chose, sa pensée)
CE.FUNA.2	Funa	One of Buck's middle period nights of the moonProblematic	(Grn)
EP.FUNAOGA.*	Hunooʔa	Gendre (hunoo'a taane), belle-fille (hunoo'a vahine)	(Lmt)
PN.FUNE.1	Hune	The core of breadfruit	(Dvs)
NP.FUNE.2	Hune/hune	The itch, or a cutaneous disorder resembling the itch	(Dvs)
AN.FUTI.1	Huti	Arracher (plumes, poils, mauvaises herbes...); tirer, hisser, trainer	(Lmt)
AN.FUTU	Hutu	Ancien name of l'arbre appelé hotu (Barringtonia asiatica)	Ancien nom de l'arbre appelé hotu (Barringtonia asiatica)
AN.FUTU	Hutu-reva	A tree (Cerbera forsteri)	A tree (Cerbera forsteri)
AN.FUTU	Hotu	Tree (Barringtonia asiatica); l'amande mélangée to the root of the hora servait to empoisonner the poissons of the lagonPhonologically Irregular	Arbre (Barringtonia asiatica); l'amande mélangée à la racine du hora servait à empoisonner les poissons du lagonPhonologically Irregular
OC.-GA	-ʔa	Gerundive suffix	(Lmt)
CE.GAA.2B	Naa	Article: duel défini; pluriel défini prénuméral	Article: duel défini; pluriel défini prénuméral
EC.GAELE	Aere	A large or extensive bog that cannot be passed; the expanse of sea or firmament whose termination cannot be seen; the unknown state after death; anything that cannot be found by searching	(Dvs)
EP.GA-FAQA.*	ʔAfaa	Fente, fêlure; fendu, fêlé; se dit to propos of the petites rivières qui, en période of rain, se frayent un passage in the banc of sand qui barre leur embouchure	Fente, fêlure; fendu, fêlé; se dit à propos des petites rivières qui, en période de pluie, se frayent un passage dans le banc de sable qui barre leur embouchure
EP.GA-FAQA.*	Afa, afâ, ahà	A crack, split, rent, fissure; to crack, split; break, burst (as an abscess)	(Dvs)
CE.GA-FOA.*B	ʔAahoa/hoa	Migraine (surtout due to the bruit); be excédé par of the bruit, of the disputes	Migraine (surtout due au bruit); être excédé par du bruit, des disputes
PN.GAFULU.*	ʔAhuru	Dix, dizaine	(Lmt)
CE.GAGIE	ʔAaʔie	Arbres dont the brindilles of wood servaient to faire of the peignes (Pemphis acidula)	Arbres dont les brindilles de bois servaient à faire des peignes (Pemphis acidula)
PN.GAAKAU	ʔAaʔau	Intestins, boyaux; coeur, conscience, âme	Intestins, boyaux; coeur, conscience, âme
PN.GAKO	ʔAʔo	Gras, laitance or oeufs qui apparaissent at the poissons, tortues, volailles, oursins, crustacées, huitres, bénitiers to certaines périodes or ils sont the more appréciés; be gras, be well plein	Gras, laitance ou oeufs qui apparaissent chez les poissons, tortues, volailles, oursins, crustacées, huitres, bénitiers à certaines périodes ou ils sont les plus appréciés; être gras, être bien plein
NP.GAA-LAFU	ʔAarahu	Charbon	(Lmt)
EP.GAARARA	Arara	Name given to the most common and lively sort of lizard	(Lmt)
FJ.GALI.2A	Ari	The tribute paid to the king, or a principal chief; the advantages obtained by marriage, or otherwise, such as land, property, influence or government	(Dvs)
OC.GALO.1	Aro	Lost, forgotten, unknown	(Dvs)
MP.GALU.1	Aru	A wave or billow when two or three break together on the coral reef	A wave or billow when two or three break together on the coral reef
PN.GA-LUE	Arue	The noise made by calling aloud, and thereby causing an echo	(Dvs)
PN.GA-LUE	Arue/rue	Reverberating (as an echo); agitating, as water	(Dvs)
NP.GAALULU.B	ʔAaruru	Badly of mer; avoir the badly of mer	Mal de mer; avoir le mal de mer
PN.GANA.1	ʔAna/ʔana	Brillant, briller, be very lumineux (like sand blanc)	Brillant, briller, être très lumineux (comme sable blanc)
PN.GAO.2	Ao	The grooves of the cloth mallet; also the marks of the grooves in the cloth	(Dvs)
PN.GAOFE	Aohe/ohe	Long and slender, as trees	(Dvs)
PN.GAOFIE	ʔOhie	Facile, facilement	(Lmt)
PN.GA-OQI	Aoi	To move a thing a little; to shake, as the wind does a tree	To move a thing a little; to shake, as the wind does a tree
TA.GAPU.1	Apuapu	Pliancy, flexibility; pliable, flexible; thin or slender as a cup, or the bottom of a canoe, or something that is hollow	Pliancy, flexibility; pliable, flexible; thin or slender as a cup, or the bottom of a canoe, or something that is hollow
NP.GA-SAE	Ahae	Rent, torn	(Dvs)
OC.GASE-GASE	Aheahe. ʔAheʔahe (Aca).	Emptiness; empty, as the stomachUncertain Semantic Connection	(Dvs)
PN.GAQESE	ʔAhehe	Bruissement, like the bruit d'animaux in the feuillage, or the bruit of the vent remuant of the feuilles sèches	Bruissement, comme le bruit d'animaux dans le feuillage, ou le bruit du vent remuant des feuilles sèches
CE.GASERE	ʔAihere	Mauvaises herbes, broussailles, brousse, buissonPhonologically Irregular	(Lmt)
CE.GASU.1	A/ahu	To bite or nip, a bite; to bite or gnash with the teeth as a signal for some violence, mischief or murder	To bite or nip, a bite; to bite or gnash with the teeth as a signal for some violence, mischief or murder
PN.GATAQA	ʔAtaa	Recalcitrant, with of the bad volonté (s'emploie after une verb)	Recalcitrant, avec de la mauvaise volonté (s'emploie après une verbe)
PN.GATAQA	Atâ	Unwilling, unapt; difficult (to get or obtain)	(Dvs)
PN.GATAE	ʔAtae	Tree (Erythrina indica, E.variegata)	Arbre (Erythrina indica, E.variegata)
PN.GATALA	ʔAtara	(Epinephelus socialis). Loche marbrée (Epinephelus polyphekadion) (Bct).	(Epinephelus socialis). Loche marbrée (Epinephelus polyphekadion) (Bct).
PN.GATALI	Atari	Unstable, moveable	(Dvs)
PN.GATETE	ʔAtete	Tintement, bruit of ferraille; tinter, faire ces bruits (se dit of the objets qui se heurtent the uns the autres)	Tintement, bruit de ferraille; tinter, faire ces bruits (se dit des objets qui se heurtent les uns les autres)
PN.GATETE	Atete	To rattle or tinkle; to chatter as the teeth through cold	(Dvs)
CE.GAATI	ʔAati	Descendance, ensemble of the descendants	Descendance, ensemble des descendants
EP.GATU.2	Atu	A species of the Pandanus, the leaves of which are used for making hats and fine matsUncertain Semantic Connection	(Dvs)
OC.GAU	ʔAu/ʔau	Mâcher, ruminer	Mâcher, ruminer
PN.GASUE	ʔAahue/hue	Inquiétude, énervement; be en état of tension nerveuse	Inquiétude, énervement; être en état de tension nerveuse
PN.GA-UE	ʔAue	Tumulte, tapage	(Lmt)
PN.GA-UE	ʔAaue/ue	Agitation, trouble, désordre; instable, branlant; be secoué	Agitation, trouble, désordre; instable, branlant; être secoué
CE.GERE	ʔEre	Ne pas avoir, ne pas obtenir quelque chose, manquer of	Ne pas avoir, ne pas obtenir quelque chose, manquer de
LO.GIGITA	Iita	Papayer	(Jsn)
LO.GIGITA	Ninita	The papaw tree and its fruitBorrowed	(Dvs)
LO.GIGITA	ʔIiʔiitaa	Papaye (Carica papaya)Borrowed	(Lmt)
PN.GOGO.4	Oo	To sound, as water near boiling; to cluck, as a hen; make noise, as a lizard; flatulency, or griping of the bowels	To sound, as water near boiling; to cluck, as a hen; make noise, as a lizard; flatulency, or griping of the bowels
CE.GOIO.1A	ʔOio	Bird of the bord of mer (Anous stolidus)	Oiseau du bord de mer (Anous stolidus)
CE.GOIO.1A	(O)io	The name of a sea bird, from its cry	(Dvs)
CE.GORU	ʔOru	Enflure; enfler; se gonfler, s'enorgueillerUncertain Semantic Connection	(Lmt)
TA.GOTE	ʔOte	Sucer, téter	Sucer, téter
OC.GUU.1	ʔUu/ʔuu	Begue, begayerUncertain Semantic Connection	(Lmt)
MP.GUGU.2	Uu	A disease of the limbs like rheumatism	(Dvs)
MP.GULU	ʔU/ʔuru, ʔuru/ʔuru	Gémissement, gémir; grondement, grogner, gronder (dog, cochon)	Gémissement, gémir; grondement, grogner, gronder (chien, cochon)
MP.GUTU.A	ʔUtu	Lèvre, bouche; bec of the oiseaux; museau of the mammifères et of certains poissons	Lèvre, bouche; bec des oiseaux; museau des mammifères et de certains poissons
MP.GUTU.A	Utu	The lip, bill of a bird, edge of a thing; the long snout of certain fishes	The lip, bill of a bird, edge of a thing; the long snout of certain fishes
EO.HAA.2	A	A method of catching men, beasts, or fishes, by a long reach or sweep; to sweep by forming a long reach to surround and catch men, beasts &c.	A method of catching men, beasts, or fishes, by a long reach or sweep; to sweep by forming a long reach to surround and catch men, beasts &c.
AN.HAFA.A	Aha	Substitut interrogatif d'un prédicat verbal or nominal or d'un déterminant	Substitut interrogatif d'un prédicat verbal ou nominal ou d'un déterminant
MP.HAGA.1	Aa	To measure length or breadth	(Dvs)
MP.HAI	V/ai/	Mot interrogatif qui se met to the place of the nom propre qu'on voudrait entendre énoncer: Qui?	Mot interrogatif qui se met à la place du nom propre qu'on voudrait entendre énoncer: Qui?
OC.HAKAU	Aʔau	Récif corallien	Récif corallien
OC.HAKE.B	Aʔe	Particule postposée (idée of non-coincidence, of décalage in the temps or in l'espace)	Particule postposée (idée de non-coincidence, de décalage dans le temps ou dans l'espace)
PN.HAKU	Aʔu	Euleptorhamphus viridus (van hasselt). Ancien name of l'aiguillette (Tylosorus crocodilus) (Lmt).	Euleptorhamphus viridus (van hasselt). Ancien nom de l'aiguillette (Tylosorus crocodilus) (Lmt).
PN.HAKU	Au	A dangerous fish with a long snout, like the sword fish	A dangerous fish with a long snout, like the sword fish
AN.HALA	Ara	Chemin, voie (sens figuré)	Chemin, voie (sens figuré)
FJ.HALA-TAKI	Arataʔi	Guide (homme or livre); guider, tenir par the main	Guide (homme ou livre); guider, tenir par la main
EO.HAMA	Ama	Balancier de pirogue	(Lmt)
PN.HAPI	Api	Spotted surgeonfish (Acanthurus guttatus) . Fish-chirurgien, famille of the Acanthuridae (Acanthurus guttatus) (Lmt).	Spotted surgeonfish (Acanthurus guttatus) . Poisson-chirurgien, famille des Acanthuridae (Acanthurus guttatus) (Lmt).
AN.HAU	Au	Couture, coudre	(Lmt)
FJ.HAUPULU	Aupuru	Take soin of, well soigner	Prendre soin de, bien soigner
PN.HEKE	Ee	To mount a horse; to get on board a canoe, boat, or ship; to ground, as a ship on a shallow place; grounded, as a ship	To mount a horse; to get on board a canoe, boat, or ship; to ground, as a ship on a shallow place; grounded, as a ship
OC.HIFO.B	Iho	Particule postposée exprime l'identité or the coincidence in the temps et in l'espace....	Particule postposée exprime l'identité ou la coincidence dans le temps et dans l'espace....
PN.HILA	Ira	A term embracing several kinds of illness .	(Hpr)
PN.HILA	Ira	Catégorie of maladie qui comprend entre autres of the maux of tête et of the convulsions	Catégorie de maladie qui comprend entre autres des maux de tête et des convulsions
FJ.HILI	Iri	S'échouer; loger (arch.). To lodge or be stuck in a thing or place (Dvs).	S'échouer; loger (arch.). To lodge or be stuck in a thing or place (Dvs).
CE.HIRI.1	Hiri	The bark or tan used to colour and preserve the native cloth; to dye or tan with the hiri	(Dvs)
OC.HINAGA	(E)inaa	The small fry of the fresh water fish called oopu...	(Dvs)
OC.HINAGA	Inaʔa	Alevins of `oo`opu [famille of the Gobidae], petits poissons	Alevins de `oo`opu [famille des Gobidae], petits poissons
PN.HIGOA	Iʔoa	Nom (of the espèces animales, végétales, of the lieux...)	Nom (des espèces animales, végétales, des lieux...)
AN.HIWA.1	Iva	Neuf, neuvième	Neuf, neuvième
OC.HOGE	Oʔe	Famine, disette, endurer the famine or the soif	Famine, disette, endurer la famine ou la soif
PN.HOKA.1	Oa	The ribs or timber of a boat or ship...	(Dvs)
PN.HOKA.1	Oʔa	Membrure d'un bateau	(Lmt)
FJ.OLO.3	Oro	Râpe (actuellement en tôle perforée), râper of the aliments: taro, manioc, mape, mais pas the coconut	Râpe (actuellement en tôle perforée), râper des aliments: taro, manioc, mape, mais pas le coco
TA.HOOPARA	Hopara	Push away; resist	(Dvs)
AN.HUHU	Uu	The name for milk; the breasts of any thing that gives milk	(Dvs)
EP.HUGA	Hua	The aged, the infirm, women and children put in a place of safety in time of war	(Dvs)
OC.HULI.1	Uri/uri	The full grown urio fish	(Dvs)
FJ.KULII	Urii	A dog; the pilot fish	A dog; the pilot fish
FJ.KULII	Uri	Pilot fish (Naucrates ductor)	(Bgn)
OC.HURU.A	Uru	To enter, as a ship into harbour	(Dvs)
PN.KA.1	ʔA	Inceptive tense particle . Imperative	(Cph)
PN.KA.2	ʔA	Introduit une proposition subordonnée qui situe un lieu, un moment or une action par rapport to une action donnée: Quand (etc.)	Introduit une proposition subordonnée qui situe un lieu, un moment ou une action par rapport à une action donnée: Quand (etc.)
PN.KA.2	ʔA/hiri, ʔa/hani	Si, supposition irréelle	Si, supposition irréelle
MP.KAFA.1	Aha	Sinnet made of cocoa nut husk	(Dvs)
PN.MA-MALU	Mamaru	Easy of access, as a lewd womanUncertain Semantic Connection	(Dvs)
NP.KAFA-KAFA.*	Ahaaha	A fish remarkable for its rapidity in swimming	(Dvs)
PN.KAA-FAKI	ʔAafaʔi	Transporter, porter (of the personnes or of the objets)	Transporter, porter (des personnes ou des objets)
OC.KAFIKA	ʔAhiʔa	Pomme tahitienne (Eugenia malaccensis)	(Lmt)
OC.KAFIKA	ʔAhiʔa ʔavaʔava	(Oxalis corniculata)	(Hpr)
PN.KAFO	Aho/aho	Détresse, perplexité, ennuis; s’inquiéterProblematic	Détresse, perplexité, ennuis; s’inquiéterProblematic
